app_id,review_score,
15970,5,
15972,0,
16000,5,
16002,0,
16020,5,
16022,0,
16030,6,
16032,0,
16040,8,
16042,0,
16060,4,
16062,0,
16100,8,
16110,8,
16120,8,
16130,8,
16140,0,
16150,0,
16160,0,
16170,0,
16180,8,
16190,0,
16200,8,
16210,0,
16300,8,
16450,8,
16470,0,
16500,7,
16510,0,
16600,8,
16610,0,
16620,5,
16630,0,
16710,6,
16720,5,
16730,5,
16810,8,
16900,8,
17020,8,
17080,8,
17100,8,
17110,0,
17120,8,
17140,6,
17180,5,
17330,8,
17390,8,
17410,8,
17440,8,
17460,8,
17470,8,
17480,8,
17500,8,
17570,8,
17580,8,
17710,6,
17740,8,
18000,8,
18010,0,
18020,8,
18030,0,
18040,8,
18050,8,
18070,6,
18100,0,
18110,8,
18120,6,
18300,6,
18400,5,
18420,8,
18430,0,
18470,6,
18480,5,
18500,9,
18510,7,
18600,5,
18610,0,
18700,5,
18710,0,
18800,6,
18820,6,
19000,5,
19020,5,
19200,5,
19210,0,
19320,5,
19500,4,
19510,0,
19680,8,
19800,8,
19830,8,
19900,6,
19980,6,
20200,4,
20500,8,
20510,8,
20530,8,
20540,8,
20550,5,
20560,0,
20570,8,
20700,8,
20710,8,
20720,0,
20730,0,
20820,8,
20920,8,
21000,8,
21010,6,
21020,0,
21030,5,
21090,8,
21100,6,
21130,8,
21300,7,
21310,0,
21400,5,
21410,0,
21500,0,
21510,0,
21650,0,
21660,5,
21670,6,
21680,5,
21690,8,
21780,8,
21800,8,
21980,8,
22000,8,
22010,7,
22100,8,
22110,7,
22120,8,
22130,8,
22140,5,
22150,0,
22160,0,
22170,0,
22180,8,
22200,8,
22220,0,
22230,8,
22300,8,
22310,5,
22320,9,
22330,9,
22340,5,
22350,5,
22370,8,
22380,9,
22450,6,
22500,8,
22600,8,
22610,6,
22620,0,
22650,5,
22660,0,
22670,6,
22680,0,
22690,7,
23150,5,
23300,5,
23310,8,
23320,0,
23380,5,
23400,8,
23410,0,
23420,5,
23450,6,
23455,0,
23460,6,
23470,0,
23490,8,
23500,5,
23520,0,
23530,8,
23600,6,
23610,0,
23700,5,
24010,6,
24200,8,
24240,8,
24400,5,
24410,5,
24420,8,
24430,0,
24460,5,
24480,5,
24640,4,
24650,5,
24660,5,
24670,6,
24710,7,
24720,8,
24780,8,
24790,8,
24800,8,
24810,9,
24870,6,
24880,8,
25000,8,
25010,6,
25500,5,
25510,0,
25600,8,
25610,0,
25620,8,
25700,8,
25710,0,
25800,8,
25808,7,
25830,8,
25850,6,
25890,6,
25900,8,
25910,6,
25930,5,
25980,5,
25990,8,
26000,8,
26010,0,
26300,4,
26500,8,
26510,0,
26810,7,
26900,8,
26910,0,
27000,6,
27020,5,
27030,5,
27040,5,
27050,5,
27200,5,
27400,5,
,,
,,
27610,0,
27800,6,
27810,8,
27900,4,
27910,0,
27920,5,
27930,0,
27940,4,
28000,5,
28020,8,
29120,5,
29130,8,
29140,5,
29150,7,
29160,6,
29170,0,
29180,8,
29200,0,
29600,0,
29610,0,
29620,7,
29630,0,
29700,0,
29800,6,
29900,8,
31100,8,
31170,8,
31180,8,
31190,8,
31200,8,
31210,8,
31220,8,
31230,8,
31240,8,
31250,8,
31260,8,
31270,8,
31280,8,
31290,8,
31300,4,
31500,8,
31700,8,
31710,0,
31800,8,
31810,8,
31820,8,
31830,8,
31840,8,
31850,8,
31860,8,
31870,6,
31880,8,
31890,8,
31900,6,
31910,8,
31920,8,
31930,6,
31940,0,
31950,0,
31960,0,
31970,0,
31990,0,
32000,3,
32010,0,
32110,6,
32117,0,
32120,5,
32127,0,
32140,5,
32150,8,
32160,8,
32162,0,
32200,5,
32210,0,
32310,6,
32330,8,
32340,8,
32350,5,
32360,9,
32370,8,
32380,6,
32390,5,
32400,8,
32410,5,
32420,5,
32430,6,
32440,9,
32450,8,
32470,9,
32500,5,
32510,8,
32610,5,
32620,8,
32630,8,
32640,8,
32650,6,
32660,6,
32680,8,
32710,6,
32720,8,
32730,5,
32740,8,
32750,8,
32760,8,
32770,8,
32900,6,
33100,9,
33110,5,
33120,8,
33130,8,
33140,0,
33150,0,
33160,0,
33170,0,
33180,6,
33190,0,
33220,6,
33230,8,
33290,0,
33320,5,
33390,7,
33400,0,
33460,5,
33520,8,
33540,5,
33560,0,
33570,8,
33580,6,
33600,8,
33610,5,
33620,8,
33650,8,
33660,5,
33670,5,
33680,8,
33730,6,
33750,3,
33760,4,
33770,8,
33790,5,
33900,8,
33930,8,
33950,6,
33970,8,
33980,5,
33990,5,
34010,8,
34030,8,
34050,8,
34110,0,
34190,8,
34200,0,
34220,8,
34270,8,
34272,7,
34273,7,
34274,7,
34275,0,
34276,7,
34277,0,
34278,7,
34279,0,
34280,7,
34281,7,
34282,7,
34283,5,
34284,0,
34285,7,
34286,7,
34287,0,
34288,0,
34289,7,
34310,0,
34311,0,
34312,0,
34313,7,
34314,0,
34315,0,
34316,0,
34317,0,
34318,0,
34319,0,
34330,8,
34350,8,
34400,0,
34410,8,
34420,5,
34500,7,
34510,0,
34600,6,
34620,0,
34630,7,
34640,7,
34660,0,
34800,5,
34810,8,
34820,6,
34830,5,
34870,6,
34880,6,
34900,6,
34910,5,
34920,4,
34930,0,
35000,8,
35030,8,
35050,6,
35070,5,
35110,8,
35130,8,
35140,9,
35150,7,
35300,8,
35310,6,
35320,8,
35450,8,
35460,6,
35480,6,
35490,0,
35600,5,
35700,9,
35710,0,
35720,9,
35800,8,
36000,5,
36130,0,
36150,7,
36900,0,
36910,4,
36920,0,
36930,0,
37000,8,
37210,6,
37220,6,
37230,5,
37240,4,
37260,8,
37270,7,
37280,8,
37290,7,
37300,5,
37310,4,
37320,0,
37330,0,
37340,6,
37360,5,
37370,0,
37380,5,
37390,7,
37400,8,
37410,0,
37500,7,
37510,0,
37600,8,
37800,5,
,,
,,
,,
,,
,,
37810,0,
37960,7,
38000,8,
38070,7,
38080,8,
38090,7,
38100,7,
38110,6,
38120,8,
38130,8,
38140,7,
38150,8,
38160,7,
38170,8,
38180,7,
38190,5,
38210,6,
38230,5,
38400,8,
38410,8,
38420,6,
38430,6,
38440,8,
38450,6,
38460,6,
38480,5,
38490,6,
38600,8,
38700,8,
38710,0,
38720,8,
38730,0,
38740,8,
38750,0,
38910,0,
39000,8,
39100,0,
39110,8,
39120,6,
39140,8,
39150,8,
39190,8,
39200,6,
39210,8,
39230,5,
39391,\N,
39500,8,
39510,8,
39520,6,
39530,8,
39540,8,
39550,6,
39560,4,
39590,0,
39630,6,
39640,6,
39650,6,
39660,6,
39670,6,
39680,8,
39690,5,
39800,8,
39810,0,
39900,5,
40100,8,
40140,7,
40200,6,
40210,7,
40300,8,
40310,0,
40320,8,
40330,8,
40340,8,
40350,8,
40360,0,
40380,8,
40390,6,
40400,8,
40420,5,
40500,4,
40510,0,
40700,9,
40710,7,
40720,8,
40800,8,
40930,8,
40950,9,
40960,8,
40970,9,
40980,8,
40990,8,
41000,8,
41014,8,
41050,9,
41060,9,
41070,8,
41100,6,
41110,0,
41220,0,
41300,8,
41400,4,
41500,8,
41510,7,
41600,5,
41660,5,
41670,0,
41680,4,
41700,9,
41730,5,
41740,6,
41800,6,
41810,0,
41900,6,
42000,5,
42120,6,
42140,5,
42147,0,
42170,5,
42190,0,
42200,8,
42210,6,
42220,8,
42230,5,
42500,5,
42670,8,
42680,8,
42700,8,
42810,6,
42850,8,
42890,8,
42900,0,
42910,8,
42920,4,
42930,5,
42940,6,
42950,7,
42960,8,
42980,6,
42990,5,
43000,5,
43100,6,
43190,8,
43500,5,
43600,8,
44100,8,
44110,0,
44340,5,
44350,8,
44600,5,
44680,7,
44690,8,
45000,8,
45010,0,
45100,8,
45200,8,
45300,5,
45310,0,
45400,8,
45410,5,
45420,7,
45430,0,
45450,8,
45460,0,
45720,5,
45740,6,
45750,5,
45760,8,
45770,6,
46000,5,
46010,0,
46200,5,
46250,6,
46260,6,
46270,8,
46280,4,
46290,5,
46340,5,
46350,5,
46360,5,
46370,5,
46380,5,
46400,5,
46410,5,
46440,4,
46450,5,
46460,8,
46480,8,
46490,5,
46500,8,
46510,8,
46520,5,
46540,5,
46550,5,
46560,5,
46570,5,
46600,6,
46610,0,
46700,4,
46710,5,
46720,4,
46730,4,
46740,4,
46750,5,
46760,4,
46770,6,
46790,5,
46830,4,
46840,4,
46850,5,
47000,8,
47110,7,
47120,0,
47130,0,
47400,4,
47410,5,
47500,7,
47520,0,
47530,0,
47540,8,
47570,0,
47700,1,
47780,8,
47790,6,
47810,8,
47870,8,
47880,\N,
47890,8,
47920,5,
48000,8,
48010,8,
48110,5,
48150,7,
48190,8,
48220,5,
48240,5,
48280,0,
48700,9,
48710,8,
48720,8,
48800,5,
48810,4,
48900,8,
48950,8,
49000,8,
49300,5,
49320,5,
49330,5,
49340,0,
49460,0,
49480,0,
49520,9,
49600,8,
49610,7,
49800,5,
49810,6,
49900,5,
50000,8,
50010,0,
50130,8,
50280,8,
50510,5,
,,
,,
,,
50620,8,
50910,7,
50920,5,
50930,6,
50940,7,
50960,8,
50970,6,
50980,8,
50990,8,
51000,8,
51010,8,
51020,7,
51030,7,
51060,8,
55000,8,
55020,5,
55040,8,
55100,5,
55110,6,
55140,8,
55150,8,
55230,9,
55370,6,
55410,8,
56400,8,
56438,7,
57000,8,
57010,0,
57200,8,
57210,0,
57300,8,
57400,9,
57610,0,
57620,5,
57640,8,
57650,5,
57680,6,
57690,8,
57700,5,
57710,0,
57740,6,
57750,7,
57800,5,
57900,5,
58200,8,
58220,0,
58230,8,
58240,0,
58400,4,
58410,0,
58520,6,
58550,4,
58560,8,
58570,8,
58580,0,
58610,6,
60340,5,
60350,8,
60600,5,
60610,0,
60700,4,
60800,5,
60810,0,
61100,6,
61310,6,
61500,6,
61510,8,
61520,8,
61600,8,
61720,0,
61730,8,
62000,8,
62100,8,
63000,8,
63110,6,
63200,6,
63380,8,
63500,6,
63610,8,
63620,6,
63630,6,
63640,5,
63650,6,
63660,8,
63700,8,
63710,8,
63800,5,
63900,8,
63910,8,
63940,5,
63950,5,
63960,5,
64000,8,
65070,5,
65080,6,
65200,4,
65270,8,
65300,8,
65400,8,
65410,0,
65500,5,
65520,0,
65530,5,
65540,8,
65560,5,
65600,5,
65610,5,
65730,5,
65740,5,
65760,0,
65780,6,
65790,6,
65800,8,
65900,8,
65930,6,
65980,5,
67000,6,
67010,0,
67100,0,
67370,8,
70000,8,
70100,5,
70110,5,
70120,4,
70130,0,
70140,0,
70300,9,
70310,7,
70400,9,
70410,7,
70420,6,
70430,0,
70500,6,
70510,0,
70600,8,
70620,8,
70640,8,
70650,5,
70660,5,
70900,8,
70910,0,
71000,6,
71110,0,
71111,0,
71112,6,
71114,0,
71115,6,
71116,7,
71117,7,
71118,0,
71119,0,
71120,7,
71160,7,
71161,0,
71164,7,
71165,7,
71166,0,
71167,0,
71168,0,
71230,8,
71240,8,
71250,8,
71260,8,
71390,6,
72000,8,
72400,6,
72410,0,
72850,8,
72900,5,
73010,6,
73020,6,
73050,8,
73060,4,
73170,8,
73190,5,
73210,5,
78000,9,
80000,4,
80200,6,
80300,6,
80310,8,
80330,8,
80340,8,
80350,9,
80360,9,
90200,8,
90400,8,
90410,0,
90500,4,
90520,0,
91100,8,
91110,0,
91200,8,
91330,5,
91600,8,
91610,0,
91700,8,
91800,8,
91810,7,
91820,0,
91830,0,
91900,8,
92000,5,
92100,5,
92200,8,
92210,6,
92220,8,
92300,5,
92310,0,
92400,6,
92600,6,
92700,4,
92800,8,
92810,7,
92900,5,
93200,8,
94000,5,
94200,8,
94300,8,
94400,8,
94500,8,
94510,8,
94520,8,
94530,8,
94590,8,
94600,6,
94610,6,
94620,8,
95300,6,
95310,0,
95400,8,
95700,8,
95900,5,
96000,8,
96010,0,
96100,8,
96200,5,
96800,5,
96900,5,
97000,8,
97010,7,
97110,8,
97120,8,
97130,8,
97340,0,
98100,5,
98200,8,
98220,0,
98300,8,
98400,8,
98500,5,
98600,6,
98610,0,
98800,8,
98900,5,
99100,4,
99120,5,
99300,8,
99400,5,
99410,4,
99700,8,
99900,8,
99910,8,
100400,6,
102200,6,
102220,0,
102400,6,
102410,0,
102500,8,
102600,9,
102610,7,
102810,8,
102840,8,
102850,5,
104000,6,
104020,5,
104100,5,
104200,8,
104300,0,
104600,6,
104900,6,
105000,6,
105100,5,
105300,5,
105310,0,
105420,6,
105600,9,
105700,5,
,,
,,53
105710,0,
105800,6,
107100,9,
107110,7,
107200,8,
107210,0,
107300,8,
107310,8,
107410,8,
107600,9,
107610,0,
108110,4,
108210,5,
108500,8,
108600,8,
108700,6,
108710,8,
108800,8,
109200,6,
109500,5,
109600,6,
109700,5,
109720,0,
110400,6,
110500,5,
110520,0,
110600,5,
110610,6,
110630,6,
110800,8,
111000,5,
111010,5,
111020,0,
111030,0,
111100,8,
111300,6,
111400,5,
111600,8,
111610,0,
111800,6,
111900,4,
112100,8,
112110,0,
113020,8,
113200,9,
113400,5,
113420,5,
115100,8,
115110,8,
115120,8,
115200,5,
115210,5,
115220,5,
115320,6,
115800,8,
116100,5,
116120,8,
200010,8,
200020,5,
200030,0,
200080,8,
200130,6,
200150,5,
200170,8,
200190,5,
200210,8,
200230,5,
200240,8,
200260,9,
200370,5,
200390,5,
200410,5,
200490,5,
200510,8,
200550,4,
200570,0,
200650,0,
200670,4,
200710,8,
200900,8,
200910,8,
200960,8,
200980,8,
200990,8,
201000,7,
201010,8,
201060,0,
201070,5,
201090,0,
201120,0,
201160,0,
201170,0,
201210,6,
201230,6,
201271,5,
201290,6,
201420,8,
201430,0,
201480,5,
201490,1,
201510,1,
201570,6,
201680,7,
201720,0,
201790,8,
201810,8,
201830,5,
201870,8,
202070,8,
202130,5,
202170,8,
202200,6,
202290,8,
202310,5,
202370,5,
202410,8,
202530,5,
202610,0,
202670,8,
202690,8,
202710,6,
202730,8,
202750,6,
202860,5,
202970,8,
203140,8,
203160,9,
203210,8,
203290,6,
203350,8,
203510,8,
203530,0,
203560,6,
203630,8,
203650,6,
203670,0,
203750,8,
203770,8,
203830,8,
203970,7,
203990,8,
204010,0,
204030,8,
204050,6,
204060,6,
204100,8,
204120,8,
204180,8,
204220,6,
204240,8,
204260,7,
204300,8,
204340,8,
204360,9,
204390,8,
204410,7,
204440,8,
204450,9,
204530,8,
204560,4,
204580,7,
204610,7,
204630,8,
204680,0,
204860,6,
204880,8,
204920,0,
204940,5,
205020,8,
205060,5,
205070,6,
205080,5,
205100,9,
205230,8,
205250,7,
205270,7,
205370,0,
205530,5,
205550,5,
205610,6,
205650,6,
205690,6,
205700,7,
205710,8,
205730,8,
205750,0,
205810,5,
205830,8,
205840,8,
205870,8,
205910,8,
205950,8,
205990,5,
206020,8,
206040,7,
206060,8,
206190,9,
206230,5,
206250,5,
206290,0,
206370,8,
206410,6,
206420,8,
206440,9,
206480,6,
206500,8,
206610,5,
206650,0,
206690,8,
206730,0,
206760,5,
207000,5,
207020,8,
207040,8,
207080,8,
207100,8,
207130,0,
207140,8,
207170,8,
207190,5,
207230,6,
207250,6,
207320,8,
207350,8,
207420,5,
207430,5,
207490,8,
207510,7,
207530,8,
207570,8,
207610,9,
207650,5,
207670,5,
207690,9,
207710,5,
207730,4,
207750,8,
207770,7,
207790,4,
207930,5,
207970,0,
207990,0,
208010,0,
208070,0,
208110,5,
208140,8,
208200,8,
208400,8,
208460,4,
208480,6,
208520,5,
208580,8,
208600,8,
208620,5,
208630,6,
208640,8,
208650,8,
208670,6,
208710,5,
208730,6,
208750,8,
209000,8,
209040,5,
209060,8,
209080,8,
209120,5,
209160,5,
209190,8,
209230,8,
209270,5,
209330,5,
209360,6,
209370,8,
209390,4,
209520,5,
209540,6,
209610,5,
209630,6,
209650,5,
209670,6,
209690,5,
209730,5,
209750,5,
209790,8,
209830,8,
209850,5,
209870,6,
209950,8,
210130,0,
210170,5,
210230,8,
210310,0,
210470,8,
210500,0,
210550,8,
210720,0,
210740,0,
210770,8,
210950,8,
210970,8,
211010,8,
211050,6,
211120,5,
211160,5,
211180,8,
211200,0,
211201,0,
211202,0,
211203,0,
211204,0,
211205,0,
211206,7,
211207,0,
211208,0,
211209,0,
211260,8,
211280,5,
211340,8,
211360,8,
211400,6,
211440,8,
211500,6,
211580,5,
211600,8,
211740,8,
211780,6,
211800,6,
211820,8,
211900,8,
211970,5,
212010,6,
212030,6,
212050,8,
212070,6,
212110,6,
212140,0,
212350,0,
212390,6,
212480,8,
212500,8,
212560,0,
212630,5,
212680,9,
212700,5,
212780,5,
212800,8,
212840,0,
212860,0,
213030,8,
213330,8,
213350,5,
213390,5,
213450,7,
213490,0,
213610,8,
213650,8,
213670,9,
213870,7,
213910,7,
214070,0,
214090,0,
214100,5,
214150,5,
214170,8,
214250,5,
214340,8,
214360,6,
214420,6,
214490,8,
214510,8,
214550,6,
214560,9,
214570,6,
214590,8,
214630,5,
214700,5,
214710,0,
214730,8,
214770,8,
214790,8,
214810,0,
214820,0,
214830,8,
214870,6,
214910,5,
214950,8,
214970,8,
215020,7,
215080,6,
215160,8,
215180,0,
215220,6,
215280,5,
215390,5,
215410,0,
215450,8,
215470,6,
215510,6,
215530,8,
215550,5,
215630,5,
215670,5,
215690,6,
215710,8,
215770,5,
215790,4,
215830,6,
215870,5,
215930,6,
216090,8,
216130,4,
216150,5,
216210,6,
216260,8,
216290,8,
216310,0,
216330,6,
216670,8,
216690,8,
216890,8,
216910,6,
216930,6,
217100,5,
217120,8,
217140,5,
217160,0,
217200,8,
217270,6,
217290,8,
217470,7,
217690,5,
217750,5,
217790,6,
217920,5,
218020,8,
218040,5,
218060,8,
218090,6,
218110,0,
218230,8,
218290,0,
218350,0,
218410,9,
218510,6,
218620,8,
218640,8,
218660,6,
218680,8,
218700,6,
218740,8,
218760,8,
218820,6,
219030,7,
219070,4,
219150,9,
219190,8,
219200,8,
219240,0,
219520,5,
219640,8,
219660,0,
219680,6,
219700,5,
219740,9,
219760,5,
219780,8,
219830,8,
219850,8,
219890,9,
219910,8,
219950,8,
219990,8,
220090,8,
220160,6,
220200,9,
220240,8,
220260,8,
220420,8,
220440,8,
220460,8,
220480,0,
220660,5,
220700,8,
220720,0,
220740,8,
220780,8,
220820,8,
220840,0,
220860,8,
220900,5,
220960,5,
\,,
",\N,""0",\N,
220980,6,
221020,4,
221030,5,
221100,6,
221180,8,
221220,7,
221260,8,
221380,9,
221450,0,
221540,8,
221620,0,
221640,9,
221660,0,
Harveys Neue Augen ist eines jener Spiele, die mehr sind als bloße Unterhaltung,
http://www.gamestar.de/spiele/harveys-neue-augen/test/harveys_neue_augen,46600,
86<br>\,,
<br>\,,
4Players<br>\,,
Wer einmal in die hypnotischen Gucker von Daedalics knuffigem Gehirnwäsche-Hasen geblickt hat, muss ihn einfach lieben.<br>\,
http://www.4players.de/4players.php/dispbericht/Allgemein/Test/25738/72677/0/Harveys_Neue_Augen.html<br>\,,
90<br>\,,
<br>\,,
Areagames<br>\,,
Dieses Spiel wird jeden restlos begeistern, der für dieses Genre etwas übrig hat.<br>\,
http://www.areagames.de/artikel/detail/Harveys-Neue-Augen/115498<br>\,,
90<br>\,,
<br>\,,
",\N,""0",\N,
221770,0,
221810,8,
221830,8,
221850,0,
221910,8,
222140,6,
222160,5,
222180,5,
222400,7,
222420,8,
222440,8,
222480,6,
222500,5,
222520,5,
222606,7,
222615,0,
222618,8,
222640,6,
222660,8,
222700,0,
222730,6,
222750,8,
222860,8,
222880,8,
222940,8,
222980,8,
223000,8,
223090,0,
"\""It's fantastic... the best tower defense game I've played\""<br>\",,
http://www.rockpapershotgun.com/2012/09/10/boss-wave-defenders-quest-gold-steam-release/<br>\,,
N/A<br>\,,
<br>\,,
Destructoid<br>\,,
"\""Incredibly Fun\""<br>\",,
http://www.destructoid.com/review-defender-s-quest-valley-of-the-forgotten-220503.phtml<br>\,,
8.5/10<br>\,,
<br>\,,
JayIsGames<br>\,,
"\""Effortlessly addictive", funny,
http://jayisgames.com/archives/2012/01/defenders_quest.php<br>\,,
4.7/5<br>\,,
<br>\,,
",\N,""0",\N,
223100,5,
223220,6,
223280,8,
223330,6,
223370,4,
223410,6,
223430,4,
223450,6,
"90/100 - <a href=\""http://www.joystiq.com/2012/07/17/dyad-review/\"">Joystiq</a></p>\",,
\,,
"<p>\""While Dyad's music and visuals more than live up to all the hype laid upon it"," playing it is where the real surprise lies. Dyad is one of the best pure arcade experiences to come along in years\""<br>\",
"90/100 - <a href=\""http://www.polygon.com/game/dyad/3705\"">Polygon</a></p>\",,
\,,
"<p>\""I'm struggling not to fall prey to some sort of hyperbolic nonsense when describing the rush of exhilaration that takes over upon a successful run in Dyad\""<br>\",,
"94/100 - <a href=\""http://digitalchumps.com/game-reviews/35-ps3/9424-dyad.html\"">Digital Chumps</a></p>""",196,
223470,9,
223490,5,
223510,6,
223570,0,
223630,5,
223710,8,
223730,8,
223750,8,
223810,8,
223830,8,
223850,8,
223890,0,
223920,0,
224000,6,
224040,8,
224260,8,
224280,8,
224300,8,
224460,8,
224480,8,
224500,6,
224520,0,
"\""Fly’n is filled with potential to be the next great indie game\""<br>\",,
http://www.indiegamemag.com/flyn-preview/#.UI6Zi4Y5r5M<br>\,,
<br>\,,
<br>\,,
Gameblog<br>\,,
"\""Fly'n: Ankama's little jewel?\""<br>\",,
http://www.gameblog.fr/news/29714-fly-n-le-petit-bijou-d-ankama-video-et-images<br>\,,
<br>\,,
<br>\,,
Jeuxvideo.com<br>\,,
"\""A Hair-Dryer", some Buds,
http://www.jeuxvideo.com/gaming-live/0004/00044829/fly-n-pc-un-seche-cheveux-des-bourgeons-des-ordures-et-beaucoup-de-poesie-00005098.htm<br>\,,
<br>\,,
<br>\,,
",\N,""0",\N,
224640,0,
224660,0,
224740,5,
224760,8,
224820,9,
224860,4,
224900,5,
224940,5,
224960,8,
224980,8,
225000,6,
225020,5,
225080,8,
225160,8,
225260,8,
225280,8,
225300,8,
